link,updated,country,headquarters,industry,ceo,website,ticker,company_type,revenues,profits,market_value,employee_count,revenues_m,profits_m,assets_m,stockholder_equity_m,profit_margin,profit_as_percent_assets,profit_as_percent_equity
https://fortune.com/company/microsoft/,1/29/25,U.S.,"Redmond, Wash.",Computer Software,Satya Nadella,https://www.microsoft.com,MSFT,Public,"$254,190","$90,512","$3,169,564","228,000","$211,9156.9%","$72,361-0.5%","$411,976-","$206,223-",34.2%,17.6%,35.1%
https://fortune.com/company/midea-group/,8/5/24,China,"Foshan, China","Electronics, Electrical Equip.",Fang Hongbo,https://www.midea-group.com,,Public,"$52,790","$4,763","$62,440","198,613","$52,789.62.7%","$4,763.28.4%","$68,477.3-","$22,947.8-",9%,7%,20.8%
https://fortune.com/company/migros-group/,10/23/24,Switzerland,Zurich,Food and Drug Stores,Mario Irminger,https://www.migros.ch,,Private,"$35,563",$206,,"72,523","$35,563.112.63%",$205.9-58.1%,"$95,606-","$25,783-",0.58%,0.22%,0.8%
https://fortune.com/company/mitsubishi/,8/5/24,Japan,Tokyo,Trading,Katsuya Nakanishi,https://www.mitsubishicorp.com,MTSUY,Public,"$135,390","$6,670","$88,887","80,037","$135,389.8-15.1%","$6,670.2-23.5%","$155,135.4-","$59,806-",4.9%,4.3%,11.2%
https://fortune.com/company/mitsubishi-electric/,8/5/24,Japan,Tokyo,"Electronics, Electrical Equip.",Kei Uruma,https://www.mitsubishielectric.com,MIELY,Public,"$36,380","$1,972","$38,040","149,134","$36,379.9-1.6%","$1,971.624.8%","$40,783.9-","$24,727.7-",5.4%,4.8%,8%
https://fortune.com/company/mitsubishi-heavy-industries/,8/5/24,Japan,Tokyo,Industrial Machinery,Seiji Izumisawa,https://www.mhi.com,MHVYF,Public,"$32,223","$1,536","$41,249","77,697","$32,223.23.8%","$1,536.259.4%","$41,371.9-","$14,843.4-",4.8%,3.7%,10.4%
https://fortune.com/company/mitsubishi-ufj-financial-group/,1/29/25,Japan,Tokyo,Megabanks,Hironori Kamezawa,https://www.mufg.jp,MUFG,Public,"$83,237","$12,130","$145,884","158,132","$82,270.320%","$10,314.825.1%","$2,669,641.2-","$101,857.7-",12.5%,0.4%,10.1%
https://fortune.com/company/mitsui/,8/5/24,Japan,Tokyo,Trading,Kenichi Hori,https://www.mitsui.com,MITSY,Public,"$92,196","$7,360","$72,140","53,602","$92,196.4-12.8%","$7,359.7-11.9%","$111,754.4-","$49,873.4-",8%,6.6%,14.8%
https://fortune.com/company/mizuho-financial-group/,8/5/24,Japan,Tokyo,Banks: Commercial and Savings,Masahiro Kihara,https://www.mizuhogroup.com,MFG,Public,"$60,504","$4,698","$55,040","52,307","$60,503.641.7%","$4,69814.5%","$1,842,826-","$58,960.4-",7.8%,0.3%,8%
https://fortune.com/company/molina-healthcare/,1/29/25,U.S.,"Long Beach, Calif.",Health Care: Insurance and Managed Care,Joseph M. Zubretsky,https://www.molinahealthcare.com,MOH,Public,"$39,199","$1,144","$16,484","18,000","$34,0726.6%","$1,09137.8%","$14,892-","$4,215-",3.2%,7.3%,25.9%
https://fortune.com/company/mondelez-international/,1/29/25,U.S.,Chicago,Consumer Food Products,Dirk Van de Put,https://www.mondelezinternational.com,MDLZ,Public,"$36,151","$3,816","$75,739","91,000","$36,01614.4%","$4,95982.5%","$71,391-","$28,332-",13.8%,7%,17.5%
https://fortune.com/company/morgan-stanley/,1/29/25,U.S.,New York City,Megabanks,Edward N. Pick,https://www.morganstanley.com,MS,Public,"$107,285","$13,390","$210,321","80,478","$96,19445.9%","$9,087-17.6%","$1,193,693-","$99,038-",9.5%,0.8%,9.2%
https://fortune.com/company/msad-insurance-group-holdings/,8/5/24,Japan,Tokyo,Insurance: Property and Casualty (Stock),Shinichiro Funabiki,https://www.ms-ad-hd.com,MSADY,Public,"$45,478","$2,555","$38,027","38,391","$45,478.417.2%","$2,555114.1%","$178,284.7-","$13,513.2-",5.6%,1.4%,18.9%
https://fortune.com/company/munich-re-group/,10/23/24,Germany,Munich,Insurance: Property and Casualty (Stock),Joachim Wenning,https://www.munichre.com,MURGY,Public,"$63,353","$4,979","$73,592","42,812","$63,353.3-16.36%","$4,979.437.95%","$302,400-","$32,748-",7.86%,1.65%,15.21%
https://fortune.com/company/national-australia-bank/,8/5/24,Australia,Melbourne,Banks: Commercial and Savings,Andrew  Irvine,https://www.nab.com.au,NABZY,Public,"$34,550","$4,934","$78,044","38,516","$34,549.985.9%","$4,934.30.6%","$682,706.8-","$39,421.1-",14.3%,0.7%,12.5%
https://fortune.com/company/nationwide/,9/11/24,U.S.,"Columbus, Ohio",Insurance: Property and Casualty (Mutual),Kirt A. Walker,https://www.nationwide.com,,Private,"$54,609",$-45,,"24,745","$54,609.46.1%",$-45.2-104.6%,"$290,615-","$18,970.5-",-0.1%,-,-0.2%
https://fortune.com/company/nestle/,1/29/25,Switzerland,"Vevey, Switzerland",Consumer Food Products,Laurent  Freixe,https://www.nestle.com,NSRGY,Public,"$103,830","$12,630","$211,356","270,000","$103,505.24.62%","$12,475.428.45%","$150,422-","$42,484-",12.05%,8.29%,29.36%
https://fortune.com/company/netflix/,1/29/25,U.S.,"Los Gatos, Calif.",Entertainment,Ted Sarandos/Gregory K. Peters,https://www.netflix.com,NFLX,Public,"$39,001","$8,712","$362,596","13,000","$33,723.36.7%","$5,40820.4%","$48,732-","$20,588.3-",16%,11.1%,26.3%
https://fortune.com/company/new-hope-holding-group/,8/5/24,China,"Chengdu, China",Food Production,Liu Yonghao,https://www.newhopegroup.com,,Private,"$39,988",$-93,,"79,066","$39,988-3.5%",$-93-1298.8%,"$41,771.3-","$3,315-",-0.2%,-0.2%,-2.8%
https://fortune.com/company/new-york-life-insurance/,1/29/25,U.S.,New York City,Insurance: Life and Health,Craig DeSanto,https://www.newyorklife.com,,Private,"$54,317",$805,,"15,384","$54,317.2-7.1%",$804.6-,"$408,904.9-","$25,294.1-",1.5%,0.2%,3.2%
https://fortune.com/company/nike/,1/29/25,U.S.,"Beaverton, Ore.",Apparel,Elliott  Hill,https://investors.nike.com,NKE,Public,"$48,978","$4,886","$105,122","79,400","$51,2179.7%","$5,070-16.1%","$37,531-","$14,004-",9.9%,13.5%,36.2%
https://fortune.com/company/nippon-life-insurance/,8/5/24,Japan,Osaka,"Insurance: Life, Health (Mutual)",Hiroshi Shimizu,https://www.nissay.co.jp,,Private,"$83,090","$2,854",,"85,740","$83,09016.7%","$2,854226.8%","$645,391.8-","$14,839.5-",3.4%,0.4%,19.2%
https://fortune.com/company/nippon-steel-sumitomo-metal/,1/29/25,Japan,Tokyo,Metals,Eiji Hashimoto,https://www.nipponsteel.com,NPSCY,Public,"$58,829","$3,279","$20,822","121,236","$61,359.14.1%","$3,801.2-25.9%","$70,854.6-","$31,594.5-",6.2%,5.4%,12%
https://fortune.com/company/nissan-motor/,8/5/24,Japan,"Yokohama, Japan",Motor Vehicles & Parts,Makoto Uchida,https://www.nissan-global.com,NSANY,Public,"$87,774","$2,952","$13,663","141,855","$87,773.512.1%","$2,95280.1%","$131,299.8-","$37,072.5-",3.4%,2.3%,8%
https://fortune.com/company/northrop-grumman/,1/29/25,U.S.,"Falls Church, Va.",Aerospace and Defense,Kathy J. Warden,https://www.northropgrumman.com,NOC,Public,"$40,985","$2,375","$68,812","101,000","$39,2907.3%","$2,056-58%","$46,544-","$14,795-",5.2%,4.4%,13.9%
https://fortune.com/company/northwestern-mutual/,1/29/25,U.S.,Milwaukee,Insurance: Life and Health,Tim  Gerend,https://www.northwesternmutual.com,,Private,"$38,788",$711,,"8,239","$38,788.15.1%",$711.4-22%,"$358,828.6-","$30,310.2-",1.8%,0.2%,2.4%
https://fortune.com/company/novartis/,1/29/25,Switzerland,"Basel, Switzerland",Pharmaceuticals,Vasant Narasimhan,https://www.novartis.com,NVS,Public,"$49,940","$17,603","$217,242","76,057","$54,0884.36%","$14,850113.52%","$99,945-","$46,667-",27.46%,14.86%,31.82%
https://fortune.com/company/novo-nordisk/,1/29/25,Denmark,"Bagsvaerd, Denmark",Pharmaceuticals,Lars Fruergaard Jørgensen,https://www.novonordisk.com,NVO,Public,"$39,335","$13,770","$372,432","71,880","$33,703.834.71%","$12,143.454.68%","$46,607-","$15,792-",36.03%,26.05%,76.89%
https://fortune.com/company/nippon-telegraph-telephone/,1/29/25,Japan,Tokyo,Telecommunications,Akira Shimada,https://group.ntt/en/,NTTYY,Public,"$90,558","$7,747","$88,844","338,467","$92,539.7-4.7%","$8,853.1-1.2%","$195,769.2-","$65,098.3-",9.6%,4.5%,13.6%
https://fortune.com/company/nucor/,1/29/25,U.S.,"Charlotte, N.C.",Metals,Leon J. Topalian,https://www.nucor.com,NUE,Public,"$31,363","$2,525","$28,901","32,000","$34,713.5-16.4%","$4,524.8-40.5%","$35,340.5-","$20,940.6-",13%,12.8%,21.6%
https://fortune.com/company/nvidia/,1/29/25,U.S.,"Santa Clara, Calif.",Semiconductors,Jensen Huang,https://www.nvidia.com,NVDA,Public,"$113,269","$63,074","$3,336,518","29,600","$60,922125.9%","$29,760581.3%","$65,728-","$42,978-",48.9%,45.3%,69.2%
https://fortune.com/company/oil-natural-gas/,8/5/24,India,New Delhi,"Mining, Crude-Oil Production",Arun  Kumar Singh,https://www.ongcindia.com,,Public,"$71,466","$5,948","$48,573","36,549","$71,466.1-9.2%","$5,947.634.8%","$85,215.3-","$40,444.7-",8.3%,7%,14.7%
https://fortune.com/company/olam-international/,8/5/24,Singapore,Singapore,Food Production,Sunny Verghese,https://www.olamgroup.com,OLGPF,Public,"$35,953",$208,"$3,362","65,980","$35,952.8-9.8%",$207.6-54.5%,"$25,287.1-","$5,556.2-",0.6%,0.8%,3.7%
https://fortune.com/company/omv-group/,10/23/24,Austria,Vienna,Petroleum Refining,Alfred Stern,https://www.omv.com,OMVKY,Public,"$42,662","$1,678","$13,595","20,592","$42,661.8-34.89%","$1,677.8-56.94%","$55,956-","$20,144-",3.93%,3%,8.33%
https://fortune.com/company/oracle/,8/5/24,U.S.,Austin,Computer Software,Safra A. Catz,https://www.oracle.com,ORCL,Public,"$49,954","$8,503","$394,281","164,000","$49,95417.7%","$8,50326.6%","$134,384-","$1,073-",17%,6.3%,792.5%
https://fortune.com/company/orange/,1/29/25,France,"Issy-les-Moulineaux, France",Telecommunications,Christel Heydemann,https://www.orange.com,ORANY,Public,"$45,878","$2,582","$27,567","127,109","$47,698.54.33%","$2,637.816.87%","$121,551-","$35,150-",5.53%,2.17%,7.5%
https://fortune.com/company/pkn-orlen-group/,10/23/24,Poland,Plock,Petroleum Refining,Ireneusz Fąfara,https://www.orlen.pl,,Public,"$88,718","$4,922","$16,145","66,554","$88,717.642.34%","$4,921.8-34.55%","$67,205-","$38,689-",5.55%,7.32%,12.72%
https://fortune.com/company/paccar/,10/29/2024,U.S.,"Bellevue, Wash.",Motor Vehicles & Parts,R. Preston Feight,https://www.paccar.com,PCAR,Public,"$35,398","$5,062","$51,332","32,400","$35,127.421.9%","$4,600.852.8%","$40,823.4-","$15,878.8-",13.1%,11.3%,29%
https://fortune.com/company/pacific-construction-group/,8/5/24,China,"Urumqi, China",Engineering & Construction,Yan Hao,https://www.cpcg.com.cn,,Private,"$76,433","$5,035",,"293,125","$76,433-3.8%","$5,035.3-3%","$59,040.1-","$34,166.1-",6.6%,8.5%,14.7%
https://fortune.com/company/panasonic/,8/5/24,Japan,Osaka,"Electronics, Electrical Equip.",Yuki Kusumi,https://holdings.panasonic/global,PCRHY,Public,"$58,787","$3,072","$20,239","228,420","$58,787.4-5%","$3,07256.6%","$62,235.1-","$30,049.4-",5.2%,4.9%,10.2%
https://fortune.com/company/pbf-energy/,8/5/24,U.S.,"Parsippany, N.J.",Petroleum Refining,Matthew C. Lucey,https://www.pbfenergy.com,PBF,Public,"$38,325","$2,141","$4,790","3,776","$38,324.8-18.2%","$2,140.5-25.6%","$14,387.8-","$6,488.3-",5.6%,14.9%,33%
https://fortune.com/company/pinduoduo/,10/29/2024,China,Shanghai,Internet Services and Retailing,Lei Chen/Zhao Jiazhen,https://www.pddholdings.com,PDD,Public,"$41,412","$11,151","$212,079","17,403","$34,981.180.2%","$8,479.280.9%","$49,040.3-","$26,380.2-",24.2%,17.3%,32.1%
https://fortune.com/company/pegatron/,8/5/24,Taiwan,"Taipei, Taiwan","Electronics, Electrical Equip.",Kuang-Chih Cheng/Kuo-Yen Teng,https://www.pegatroncorp.com,,Public,"$40,357",$505,"$8,668","147,360","$40,356.8-8.8%",$504.6-0.5%,"$18,176.4-","$6,160.6-",1.3%,2.8%,8.2%
https://fortune.com/company/pemex/,8/5/24,Mexico,Mexico City,"Mining, Crude-Oil Production",Octavio Romero Oropeza,https://www.pemex.com,,Private,"$96,979",$457,,"128,616","$96,978.8-18.2%",$457.1-90.9%,"$136,067.6-","$-97,635.5-",0.5%,0.3%,-
https://fortune.com/company/peoples-insurance-co-of-china/,8/5/24,China,Beijing,Insurance: Property and Casualty (Stock),Wang Tingke,https://www.picc.com.cn,PINXY,Public,"$78,182","$3,153","$29,176","175,881","$78,181.7-14.6%","$3,153.2-13.3%","$219,318.9-","$34,265-",4%,1.4%,9.2%
https://fortune.com/company/pepsico/,1/29/25,U.S.,"Purchase, N.Y.",Consumer Food Products,Ramon L. Laguarta,https://www.pepsico.com,PEP,Public,"$91,920","$9,357","$198,637","318,000","$91,4715.9%","$9,0741.8%","$100,495-","$18,503-",9.9%,9%,49%
https://fortune.com/company/performance-food-group/,10/29/2024,U.S.,"Richmond, Va.",Wholesalers: Food and Grocery,George L. Holm,https://www.pfgc.com,PFGC,Public,"$54,057",$420,"$12,242","34,650","$53,354.713.1%",$397.2253.1%,"$12,499-","$3,745.5-",0.7%,3.2%,10.6%
https://fortune.com/company/pertamina/,8/5/24,Indonesia,Jakarta,Petroleum Refining,Nicke Widyawati,https://www.pertamina.com,,Private,"$75,788","$4,441",,"40,415","$75,787.8-10.7%","$4,441.416.7%","$91,123.6-","$38,058.9-",5.9%,4.9%,11.7%
https://fortune.com/company/petrobras/,8/5/24,Brazil,Rio de Janeiro,Petroleum Refining,Magda  Chambriard,https://www.petrobras.com.br,PBR,Public,"$102,409","$24,884","$96,204","46,730","$102,409-17.7%","$24,884-32.1%","$217,067-","$78,583-",24.3%,11.5%,31.7%
https://fortune.com/company/petronas/,8/5/24,Malaysia,Kuala Lumpur,Energy,Tengku Muhammad Taufik,https://www.petronas.com,,Private,"$75,410","$16,320",,"54,105","$75,409.6-11.7%","$16,320.1-22.3%","$168,475.2-","$96,616.3-",21.6%,9.7%,16.9%
https://fortune.com/company/pfizer/,1/29/25,U.S.,New York City,Pharmaceuticals,Albert Bourla,https://www.pfizer.com,PFE,Public,"$59,375","$4,252","$148,588","88,000","$58,496-41.7%","$2,119-93.3%","$226,501-","$89,014-",3.6%,0.9%,2.4%
https://fortune.com/company/philip-morris-international/,8/5/24,U.S.,New York City,Tobacco,Jacek Olczak,https://www.pmi.com,PM,Public,"$35,174","$7,813","$163,337","82,700","$35,17410.7%","$7,813-13.7%","$65,304-","$-11,225-",22.2%,12%,-
https://fortune.com/company/phillips/,10/29/2024,U.S.,Houston,Petroleum Refining,Mark E. Lashier,https://www.phillips66.com,PSX,Public,"$151,357","$5,802","$56,285","14,000","$149,890-14.7%","$7,015-36.4%","$75,501-","$30,583-",4.7%,9.3%,22.9%
https://fortune.com/company/phoenix-pharmahandel/,10/23/24,Germany,Mannheim,Wholesalers: Health Care,Sven Seidel,https://www.phoenixgroup.eu,,Private,"$50,935",$235,,"41,276","$50,934.933.88%",$234.6-6.92%,"$15,538-","$3,623-",0.46%,1.51%,6.48%
https://fortune.com/company/ping-an-insurance/,11/6/24,China,Shenzhen,"Insurance: Life, Health (stock)",Michael Guo/Xie Yonglin,https://group.pingan.com,PNGAY,Public,"$145,759","$12,101","$97,449","288,751","$145,759.1-19.7%","$12,100.9-2.8%","$1,631,972.9-","$126,660.5-",8.3%,0.7%,9.6%
https://fortune.com/company/plains-gp-holdings/,8/5/24,U.S.,Houston,Pipelines,Wilfred C.W. Chiang,https://www.plains.com,PAGP,Public,"$48,712",$198,"$3,862","4,200","$48,712-15.1%",$19817.9%,"$28,597-","$1,548-",0.4%,0.7%,12.8%
https://fortune.com/company/posco/,1/29/25,South Korea,Seoul,Metals,In-hwa Chang,https://www.posco.com,PKX,Public,"$54,722",$980,"$14,586","44,501","$58,999.2-10.4%","$1,300.3-46.8%","$78,342.4-","$41,798.3-",2.2%,1.7%,3.1%
https://fortune.com/company/power-corp-of-canada/,8/5/24,Canada,Montreal,"Insurance: Life, Health (stock)",R. Jeffrey Orr,https://www.powercorporation.com,PWCDF,Public,"$33,265","$1,665","$18,908","40,300","$33,264.8-11.1%","$1,665.310.3%","$568,475.4-","$16,795.4-",5%,0.3%,9.9%
https://fortune.com/company/powerchina/,8/5/24,China,Beijing,Engineering & Construction,Ding Yanzhang,https://www.powerchina.cn,,Private,"$97,035",$776,,"184,567","$97,034.9-2%",$775.925%,"$198,668.8-","$15,495.8-",0.8%,0.4%,5%
https://fortune.com/company/procter-gamble/,1/29/25,U.S.,Cincinnati,Soaps and Cosmetics,Jon R. Moeller,https://www.pginvestor.com,PG,Public,"$84,346","$15,479","$375,982","108,000","$82,0062.3%","$14,653-0.6%","$120,829-","$46,777-",17.9%,12.1%,31.3%
https://fortune.com/company/progressive/,1/29/25,U.S.,"Mayfield Village, Ohio",Insurance: Property and Casualty,Susan Patricia  Griffith,https://www.progressive.com,PGR,Public,"$71,959","$8,111","$142,042","61,432","$62,108.525.2%","$3,902.4440.9%","$88,690.8-","$20,277.1-",6.3%,4.4%,19.3%
https://fortune.com/company/prudential-financial/,1/29/25,U.S.,"Newark, N.J.",Insurance: Life and Health,Charles F. Lowrey,https://www.prudential.com,PRU,Public,"$72,966","$4,101","$42,741","40,366","$53,979-10.1%","$2,488-","$721,123-","$27,820-",4.6%,0.4%,8.9%
https://fortune.com/company/ptt/,8/5/24,Thailand,Bangkok,Petroleum Refining,Kongkrapan Intarajang,https://www.pttplc.com,PUTRY,Public,"$90,419","$3,221","$25,897","30,772","$90,418.7-6%","$3,221.123.7%","$100,741.3-","$32,640.4-",3.6%,3.2%,9.9%
https://fortune.com/company/publix-super-markets/,1/29/25,U.S.,"Lakeland, Fla.",Food and Drugstores,Kevin S. Murphy,https://www.publix.com,,Private,"$58,933","$4,613",,"253,000","$57,5344.7%","$4,34949%","$34,384-","$24,636-",7.6%,12.7%,17.7%
https://fortune.com/company/qualcomm/,1/29/25,U.S.,San Diego,Semiconductors,Cristiano R. Amon,https://www.qualcomm.com,QCOM,Public,"$38,962","$10,142","$182,660","49,000","$35,820-19%","$7,232-44.1%","$51,040-","$21,581-",20.2%,14.2%,33.5%
https://fortune.com/company/quanta-computer/,8/5/24,Taiwan,"Taoyuan, Taiwan","Computers, Office Equipment",Barry Lam,https://www.quantatw.com,,Public,"$34,860","$1,274","$38,297","56,708","$34,860.2-18.9%","$1,274.131%","$22,517.6-","$6,075.7-",3.7%,5.7%,21%
https://fortune.com/company/rabobank/,10/23/24,Netherlands,Utrecht,Banks: Commercial and Savings,Stefaan Leon  Decraene,https://www.rabobank.com,,Public,"$34,043","$4,635",,"49,132","$34,042.653.81%","$4,634.589.36%","$677,928-","$40,029-",13.61%,0.68%,11.58%
https://fortune.com/company/raizen/,8/5/24,Brazil,Sao Paulo,Petroleum Refining,Ricardo Dell Aquila Mussa,https://www.raizen.com.br,,Public,"$44,694",$106,"$5,870","45,417","$44,694.1-6.3%",$105.6-77.7%,"$25,558.5-","$4,262.8-",0.2%,0.4%,2.5%
https://fortune.com/company/rajesh-exports/,8/5/24,India,"Bengaluru, India",Trading,Rajesh J. Mehta,https://www.rajeshindia.com,,Public,"$33,944",$41,"$1,082",141,"$33,944.1-19.8%",$40.5-77.3%,"$2,648.4-","$1,829.5-",0.1%,1.5%,2.2%
https://fortune.com/company/reliance-industries/,8/5/24,India,Mumbai,Petroleum Refining,Mukesh D. Ambani,https://www.ril.com,,Public,"$108,878","$8,413","$258,769","347,000","$108,877.9-0.6%","$8,412.51.3%","$210,698.9-","$95,209-",7.7%,4%,8.8%
https://fortune.com/company/renault/,10/23/24,France,Boulogne-Billancourt,Motor Vehicles and Parts,Luca De Meo,https://renaultgroup.com,RNLSY,Public,"$56,622","$2,376","$11,471","105,497","$56,621.613.42%","$2,376.2-","$134,651-","$32,861-",4.2%,1.76%,7.23%
https://fortune.com/company/repsol/,10/23/24,Spain,Madrid,Petroleum Refining,Josu Jon Imaz San Miguel,https://www.repsol.com,REPYY,Public,"$56,980","$3,425","$15,010","23,943","$56,980.5-21.44%","$3,424.8-23.4%","$68,073-","$28,934-",6.01%,5.03%,11.84%
https://fortune.com/company/rio-tinto-group/,10/23/24,Britain,London,"Mining, Crude-Oil Production",Jakob Stausholm,https://www.riotinto.com,RIO,Public,"$54,041","$10,058","$112,993","57,174","$54,041-2.72%","$10,058-19.02%","$103,549-","$54,586-",18.61%,9.71%,18.43%
https://fortune.com/company/roche-group/,1/29/25,Switzerland,"Basel, Switzerland",Pharmaceuticals,Thomas Schinecker,https://www.roche.com,RHHBY,Public,"$66,268","$11,971","$237,961","103,605","$67,269.8-3.34%","$12,797.1-1.67%","$107,534-","$34,845-",19.02%,11.9%,36.73%
https://fortune.com/company/rosneft-oil/,10/23/24,Russia,Moscow,Petroleum Refining,Igor I. Sechin,https://www.rosneft.com,OJSCY,Public,"$107,543","$14,870","$52,936","323,900","$107,543.1-","$14,870.4-","$209,570-","$93,859-",13.83%,7.1%,15.84%
https://fortune.com/company/royal-ahold-delhaize/,10/23/24,Netherlands,Zaandam,Food and Drug Stores,Frans Muller,https://www.aholddelhaize.com,ADRNY,Public,"$95,835","$2,026","$30,708","232,000","$95,834.84.75%","$2,025.9-24.34%","$52,818-","$16,297-",2.11%,3.84%,12.43%
https://fortune.com/company/royal-bank-of-canada/,8/5/24,Canada,Toronto,Banks: Commercial and Savings,David I. McKay,https://www.rbc.com,RY,Public,"$87,499","$11,019","$156,873","91,398","$87,498.768.1%","$11,019-10.2%","$1,444,726.9-","$84,782.4-",12.6%,0.8%,13%
https://fortune.com/company/raytheon-technologies/,1/29/25,U.S.,"Arlington, Va.",Aerospace and Defense,Christopher T. Calio,https://www.rtx.com,RTX,Public,"$79,042","$4,718","$158,511","185,000","$68,9202.8%","$3,195-38.5%","$161,869-","$59,798-",4.6%,2%,5.3%
https://fortune.com/company/sf-holding/,8/5/24,China,"Shenzhen, China",Transportation and Logistics,Wang Wei,https://www.sf-express.com,,Public,"$36,502","$1,163","$23,020","153,125","$36,502.4-8.2%","$1,163.226.7%","$31,205.5-","$13,073.1-",3.2%,3.7%,8.9%
https://fortune.com/company/saic-motor/,8/5/24,China,Shanghai,Motor Vehicles & Parts,Wang Xiaoqiu,https://www.saicmotor.com,,Public,"$105,196","$1,993","$22,690","149,505","$105,195.7-4.9%","$1,992.6-16.8%","$141,825.7-","$40,339.1-",1.9%,1.4%,4.9%
https://fortune.com/company/saint-gobain/,10/23/24,France,Courbevoie,"Building Materials, Glass",Benoit Bazin,https://www.saint-gobain.com,CODYY,Public,"$51,830","$2,918","$45,489","144,422","$51,830.3-3.75%","$2,917.8-7.62%","$63,286-","$25,705-",5.63%,4.61%,11.35%
https://fortune.com/company/salesforce-com/,1/29/25,U.S.,San Francisco,Computer Software,Marc R. Benioff,https://www.salesforce.com,CRM,Public,"$37,189","$5,935","$307,350","72,682","$34,85711.2%","$4,1361888.5%","$99,823-","$59,646-",11.9%,4.1%,6.9%
https://fortune.com/company/samsung-ct/,8/5/24,South Korea,Seoul,Engineering & Construction,Jae-Eon  Lee/Se-Chul Oh,https://www.samsungcnt.com,,Public,"$32,078","$1,699","$19,007","18,685","$32,077.9-4.1%","$1,698.57.3%","$51,046.8-","$26,430.1-",5.3%,3.3%,6.4%
https://fortune.com/company/samsung-electronics/,1/29/25,South Korea,"Suwon, Gyeonggi-do, South Korea",Electronics,Jong-Hee Han,https://www.samsung.com,,Public,"$217,900","$23,860","$220,202","267,860","$198,256.7-15.3%","$11,081.7-73.9%","$351,936.8-","$272,679-",5.6%,3.2%,4.1%
https://fortune.com/company/sanofi/,10/23/24,France,Paris,Pharmaceuticals,Paul Hudson,https://www.sanofi.com,SNY,Public,"$50,209","$5,838","$137,607","86,088","$50,208.75.18%","$5,837.7-33.69%","$139,677-","$81,776-",11.63%,4.18%,7.14%
https://fortune.com/company/sap/,10/23/24,Germany,Walldorf,Computer Software,Christian  Klein,https://www.sap.com,SAP,Public,"$34,542","$6,637","$266,165","107,602","$34,5426.39%","$6,636.6176.27%","$75,475-","$47,666-",19.21%,8.79%,13.92%
https://fortune.com/company/saudi-aramco/,8/5/24,Saudi Arabia,"Dhahran, Saudi Arabia","Mining, Crude-Oil Production",Amin H. Nasser,https://www.aramco.com,,Public,"$494,890","$120,699","$1,813,000","73,311","$494,890.1-18%","$120,699.3-24.1%","$660,819.2-","$409,250.4-",24.4%,18.3%,29.5%
https://fortune.com/company/sberbank/,10/23/24,Russia,Moscow,Banks: Commercial and Savings,Herman O. Gref,https://www.sberbank.ru,SBRCY,Public,"$63,330","$17,743","$47,497","210,753","$63,329.913.34%","$17,743.5348.17%","$583,489-","$73,445-",28.02%,3.04%,24.16%
https://fortune.com/company/schlumberger/,8/5/24,U.S.,Houston,"Oil and Gas Equipment, Services",Olivier Le Peuch,https://www.slb.com,SLB,Public,"$33,135","$4,203","$68,551","111,000","$33,13518%","$4,20322.1%","$47,957-","$20,189-",12.7%,8.8%,20.8%
https://fortune.com/company/schneider-electric/,1/29/25,France,"Rueil-Malmaison, France",Electronics,Olivier Blum,https://www.se.com,SBGSY,Public,"$39,416","$4,177","$149,177","168,044","$38,812.27.98%","$4,327.518.34%","$65,053-","$29,227-",11.15%,6.65%,14.81%
https://fortune.com/company/seven-i-holdings/,8/5/24,Japan,Tokyo,Food & Drug Stores,Ryuichi Isaka,https://www.7andi.com,SVNDY,Public,"$80,125","$1,569","$29,348","117,540","$80,124.6-9%","$1,568.9-25.1%","$70,788.7-","$20,290.4-",2%,2.2%,7.7%
https://fortune.com/company/shaanxi-coal-chemical-industry/,8/5/24,China,"Xi'an, China","Mining, Crude-Oil Production",Zhang Wenqi,https://www.shccig.com,,Private,"$74,777","$1,114",,"140,142","$74,776.7-1.4%","$1,113.7-19.7%","$100,857.7-","$15,806.8-",1.5%,1.1%,7.1%
https://fortune.com/company/shaanxi-construction-engineering-holding/,8/5/24,China,"Xi'an, China",Engineering & Construction,Mao  Jidong,https://www.sxjgkg.com,,Public,"$34,061",$353,,"41,390","$34,060.9-1.9%",$352.7-9.8%,"$61,076-","$2,526.7-",1%,0.6%,14%
https://fortune.com/company/shaanxi-yanchang-petroleum-group/,8/5/24,China,"Xi'an, China","Mining, Crude-Oil Production",Zhang  Kaiyong,https://www.sxycpc.com,,Private,"$51,526",$997,,"130,427","$51,525.9-1.3%",$997.314.6%,"$68,398.2-","$21,946.3-",1.9%,1.5%,4.5%
https://fortune.com/company/yankuang-group/,8/5/24,China,"Jinan, China","Mining, Crude-Oil Production",Li Wei,https://www.shandong-energy.com,,Private,"$122,383",$830,,"214,409","$122,383.2-1.4%",$829.62446.3%,"$141,176.3-","$15,334.2-",0.7%,0.6%,5.4%
https://fortune.com/company/shandong-hi-speed-group/,8/5/24,China,"Jinan, China",Transportation and Logistics,Wang Qifeng,https://www.sdhsg.com,,Private,"$36,744",$492,,"56,432","$36,743.86.6%",$491.610.5%,"$213,269.4-","$28,274.8-",1.3%,0.2%,1.7%
